,Unnamed: 0,Date,User,Tweet,Label,Unnamed: 4,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1
1107,883,2021-12-04 10:41:15+00:00,SeputarAHY,"Dalam survei Indonesia Political Opinion (IPO) elektabilitas Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) kalahkan Prabowo Subianto.

Berapa elektabilitas AHY? 
Simak selengkapnya artikel berikut!!

https://t.co/pj47EvmrO1",0,,883,772,272,172,71,71
1108,884,2021-12-04 07:41:57+00:00,bos_sir,"Berikut tingkat keterpilihan 15 nama tokoh pada simulasi pilpres:
1. Anies Rasyid Baswedan 21,6%
2. Ganjar Pranowo 14,8%
3. Sandiaga S Uno 13,9%
4. Agus Harimurti Yudhoyono 10,0%

https://t.co/WOkk2cMiP4",0,,884,773,273,173,72,72
1109,885,2021-12-03 17:29:11+00:00,no_onetoyou,"Juru Bicara Moeldoko untuk Partai Demokrat, Muhammad Rahmad, meminta Panglima TNI Jenderal Andika Perkasa diminta mengusut tuntas pernyataan Agus Harimurti Yudhoyono (AHY) yang merusak nama baik TNI.

Biar ga tuman .. harus diusut 

https://t.co/yVk0ONyUjd",0,,885,774,274,174,73,73
1110,886,2021-12-03 13:33:06+00:00,saidulhudri58,"@satriohendri Mas Agus Harimurti Yudhoyono..dibekali dengan pengetahuan dan wawasan global,saat ya Indonesia dipimpin orang yang cerdas dan muda",0,,886,775,275,175,74,74
1111,887,2021-12-03 02:32:07+00:00,Endangk22260218,Dewan Pimpinan Daerah (DPD) Partai Demokrat Bali siap mengantarkan ketua umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) menjadi calon presiden di Pemilu 2024. https://t.co/WpacWZOMRG,0,,887,776,276,176,75,75
1112,888,2021-12-02 11:40:04+00:00,AHYS14P,"Dewan Pimpinan Daerah (DPD) Partai Demokrat Bali siap mengantarkan ketua umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) menjadi calon presiden di Pemilu 2024.

https://t.co/3Sgpkm6PNx https://t.co/0Q2JY91TQy",0,,888,777,277,177,76,76
1113,889,2021-12-02 11:38:07+00:00,Nenk__D,"---
Panglima TNI Jenderal Andika Perkasa diminta membuka identitas senior Agus Harimurti Yudhoyono (AHY) di TNI yang kerap memberi masukan dan melakukan intervensi politik praktis
_ https://t.co/MiuD9ByKG0",0,,889,778,278,178,77,77
1114,890,2021-12-02 10:54:58+00:00,OniMeniq74,"Panglima TNI Jenderal Andika Perkasa diminta membuka identitas senior Agus Harimurti Yudhoyono (AHY) di TNI yang kerap memberi masukan dan melakukan intervensi politik praktis.  

https://t.co/arhpJhKGrI",0,,890,779,279,179,78,78
1115,891,2021-12-02 06:22:00+00:00,indoissue,"DPD Partai Demokrat Bali siap mengantarkan Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) menjadi calon presiden di Pemilu 2024.

https://t.co/rTBjJy8lQC",0,,891,780,280,180,79,79
1116,892,2021-12-02 05:45:00+00:00,indoissue,"Ketua Umum DPP Partai Demokrat Agus Harimurti Yudhoyono (AHY) melalui akun Instagramnya melantik pengurus DPD Partai Demokrat Provinsi Sulawesi Tenggara dan Provinsi Kalimantan Barat.

https://t.co/LMAubDZoRF",0,,892,781,281,181,80,80
1117,893,2021-12-01 12:38:07+00:00,delanovez,"Dari Kalbar untuk Indonesia.. 

#AHY
#AgusHarimurtiYudhoyono
#HerzakyMahendraPutra
#partaidemokrat
#demokratkalbar https://t.co/m8YC4yjMX5",0,,893,782,282,182,81,81
1118,894,2021-12-01 09:08:00+00:00,indoissue,"Ketua Umum DPP Partai Demokrat Agus Harimurti Yudhoyono (AHY) melalui akun Instagramnya memberikan sambutan pada Musyawarah Daerah (Musda) DPD Partai Demokrat se-Jambi.

https://t.co/rE3MoEPRu4",0,,894,783,283,183,82,82
1119,895,2021-12-01 02:46:23+00:00,denni_sauya,"Aksi kadernya PD di Riau karena kecewa terhadap Ketua Umum Partai Demokrat, Agus Harimurti Yudhoyono (AHY). ||

Nah lho � apa ini tanda2 partai nyungsep?!
https://t.co/5938xvxsC0",0,,895,784,284,184,83,83
1120,896,2021-12-01 02:30:00+00:00,indoissue,"Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) melalui akun instagramnya memberikan sambutan pada Musawarah Daerah (Musda) DPD Demokrat Bali.

https://t.co/T4pbgodij6",0,,896,785,285,185,84,84
1121,897,2021-12-01 02:25:00+00:00,indoissue,"Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) melalui akun instagramnya memberikan sambutan serta memberikan agenda Fit &amp; Proper Test pada Musda DPD Demokrat Sulawesi Utara
https://t.co/iQFqWWbQwd",0,,897,786,286,186,85,85
1122,898,2021-12-01 02:03:46+00:00,terbucinz,"Pesan kadermu dari riau gus @AgusYudhoyono baca ��

""Ingat, Agus Harimurti Yudhoyono, suara Demokrat tidak seberapa besar. Tapi suara Demokrat Riau 17 persen melahirkan suara, tolong dihargai perjuangan Partai Demokrat Riau. Tolong hargai,""

https://t.co/ez4w2RPSnK",0,,898,787,287,187,86,86
1123,899,2021-11-30 23:44:50+00:00,detikcom,Ketua DPD Partai Demokrat (PD) Riau Asri Auzar memutuskan keluar dari partai pimpinan Agus Harimurti Yudhoyono atau AHY tersebut. Apa alasannya? https://t.co/dFjJc66Y1Q,0,,899,788,288,188,87,87
1124,900,2021-11-30 15:11:03+00:00,semiaji_w,"https://t.co/YM21lI6XnI

Ketua DPD Partai Demokrat (PD) Riau Asri Auzar memutuskan keluar dari partai pimpinan Agus Harimurti Yudhoyono atau AHY tersebut. Apa alasannya?",0,,900,789,289,189,88,88
1125,901,2021-11-29 14:51:03+00:00,KabPasaman,"""Kami semua yakin, hukum akan tetap tegak, hukum tidak akan bisa dibeli, selama kita berjuang di atas kebenaran itu, dan selama kebenaran yang kita perjuangkan itu mendapatkan dukungan rakyat dan ridha dari Tuhan Yang Maha Besar."" - Agus Harimurti Yudhoyono - https://t.co/aYm0BZAr3f",0,,901,790,290,190,89,89
1126,902,2021-11-29 12:20:00+00:00,indoissue,"Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono melalui akun instagramnya memberikan sambutan serta memberikan agenda Fit &amp; Proper Test pada Musda DPD Demokrat Lampung

https://t.co/Fc5LDkyPvX",0,,902,791,291,191,90,90
1127,903,2021-11-29 03:40:58+00:00,ImamAbu58197877,"Kegiatan Pembekalan Bagi Anggota Fraksi Partai Demokrat Se-Kalimantan Barat, dengan Narasumber Kepala Bakomstra DPP Partai Demokrat Bang @Herzaky__MP 
#DPDPartaiDemokratKalbar
#ahy 
#AgusHarimurtiYudhoyono https://t.co/j5noXzN4I9",0,,903,792,292,192,91,91
1128,904,2021-11-29 03:16:02+00:00,serambinews,"#Demokrat #PartaiDemokrat #DemokratAceh #Musli #AHY #Politik #Aceh |

Muslim resmi ditetapkan sebagai Ketua DPD Aceh oleh Ketua Umum Partai Demokrat, Agus Harimurti Yudhoyono, Rabu (17/11/2021). 
https://t.co/E7LWI3xa7V via @serambinews",0,,904,793,293,193,92,92
1129,905,2021-11-28 14:26:54+00:00,kamharlakumani,"Partai Demokrat (PD) mengungkap sosok senior TNI yang memberi peringatan ke Ketum Agus Harimurti Yudhoyono (AHY) soal Moeldoko.
https://t.co/IGnuxTxdK8",0,,905,794,294,194,93,93
1130,906,2021-11-27 23:37:18+00:00,ImamAbu58197877,"Kalo sudah bertemu Kepala Bakomstra DPP Partai Demokrat Bang @Herzaky__MP tak henti-hentinya berdiskusi dimanapun, kapanpun dan di situasi apapun. 
#AHY
#AGUSHARIMURTIYUDHOYONO https://t.co/ILBaIQtepU",0,,906,795,295,195,94,94
1131,907,2021-11-26 12:51:30+00:00,serambinews,"Panglima TNI Jenderal Andika Perkasa diminta mengusut tuntas pernyataan Agus Harimurti Yudhoyono (AHY) yang merusak nama baik TNI.

https://t.co/jJCYXwbeWr",0,,907,796,296,196,95,95
1132,908,2021-11-26 10:04:18+00:00,PDemokrat,"""Ini adalah momentum baik untuk merevisi &amp; memperbaiki materi UU Cipta Kerja, agar selaras dgn aspirasi rakyat, berkeadilan sesuai hak-hak kaum buruh. Dan sejalan dgn agenda pembangunan nasional untuk menghadirkan sustainable economic growth with equity""

Agus Harimurti Yudhoyono https://t.co/Z2TUFLyYNx",0,,908,797,297,197,96,96
1133,909,2021-11-26 09:39:23+00:00,PDemokrat,"""MK memutuskan judicial review UU No. 11/2020 Tentang Cipta Kerja sebagai ""inkonstitusional secara bersyarat"". Putusan MK ini sejalan dgn pertimbangan Partai Demokrat saat menolak pengesahan UU ini. Demokrat memandang memang ada problem formil &amp; materil""

Agus Harimurti Yudhoyono https://t.co/qXg56FJxM8",0,,909,798,298,198,97,97
1134,910,2021-11-26 08:53:12+00:00,PDemokrat,"""Selain memiliki problem keterbukaan publik dalam proses pembahasannya, MK juga nilai UU Cipta Kerja tidak memiliki metode penggabungan (omnibus) yang jelas, apakah pembuatan UU baru ataukah revisi, dan kita harus hormati putusan MK ini.""

Agus Harimurti Yudhoyono https://t.co/MRv4ZbEq2P",0,,910,799,299,199,98,98
1135,911,2021-11-26 07:47:37+00:00,PDemokrat,"Yuk,ikuti Webinar Indonesia Youth Festival: ""Menyongsong Indonesia Emas 2045""

Jumat, 26 November 2021, Pkl 13.30-14.00 WIB.

Registrasi: https://t.co/fPiemjuAxi
Bersama Ketum Agus Harimurti Yudhoyono

Link:
https://t.co/0PpzCNN8dC

Meeting ID: 842 9566 8014
Passcode: IYF2021 https://t.co/qPsFWVMgRD",0,,911,800,300,200,99,99
1136,912,2020-12-30 22:06:43+00:00,dutaMasarya,"Prediksi perubahan para pendukung Prabowo-Sandi mengalihkan dukungan politik ke sosok lain, mungkin harus disikapi oleh Agus Harimurti Yudhoyono.

Syaratnya, dikatakan Ubedillah Badrun, dengan bersikap lebih tegas merepresentasikan diri  sebagai oposisi. 
https://t.co/PRXqzmiihf",0,,912,801,301,201,100,0
1137,913,2020-12-30 13:09:40+00:00,bmikaltim_,"Sesuai Instruksi Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono, H.Jhon Kenedi So.Sos Ketua DPRD Kabupaten Penajam Paser Utara Fraksi Partai Demokrat, Melaksanakan Gerakan Nasional Demokrat Bina UMKM dan Wifi Gratis yang di dampingi rekan rekan BMI PPU. https://t.co/OqGJQFrOAE",0,,913,802,302,202,101,1
1138,914,2020-12-30 11:33:10+00:00,DemokratDIY,"Sahabat Demokrat, Silaturahmi Kebangsaan terus dilakukan Ketum Demokrat Agus Harimurti Yudhoyono selama tahun 2020.

Di saat bangsa terbelah, Ketum AHY menjadi sosok pemersatu &amp; pengayom negeri ini.

Simak Video Kaleidoskop 2020: Silaturahmi Kebangsaan 360 Derajat Ketum AHY. https://t.co/AXeB2B5xUV",0,,914,803,303,203,102,2
1139,915,2020-12-30 09:26:23+00:00,PDemokrat,"Sahabat Demokrat, Silaturahmi Kebangsaan terus dilakukan Ketum Demokrat Agus Harimurti Yudhoyono selama tahun 2020.

Di saat bangsa terbelah, Ketum AHY menjadi sosok pemersatu &amp; pengayom negeri ini.

Simak Video Kaleidoskop 2020: Silaturahmi Kebangsaan 360 Derajat Ketum AHY. https://t.co/pH0yXdtmdL",0,,915,804,304,204,103,3
1140,916,2020-12-30 03:40:20+00:00,pasfm,"Di bawah Ganjar ada Prabowo Subianto dengan 14,9%, Anies Baswedan 11%, Sandiaga Uno 7,9%, Ridwan Kamil 7,1%, Agus Harimurti Yudhoyono 3,1%, dan Tri Rismaharini 3,1%.",0,,916,805,305,205,104,4
1141,917,2020-12-29 19:05:36+00:00,sigitwid,"Pada jajaran papan tengah diam-diam @Giring_Ganesha memimpin dgn elektabilitas 2,5 persen, naik dari sebelumnya 1,7 persen. Selain itu ada nama-nama seperti Erick Thohir (2,2 persen) dan Agus Harimurti Yudhoyono (2,1 persen).

#GiringPresiden2024

@psi_id
 https://t.co/uABmkr24rH",0,,917,806,306,206,105,5
1142,918,2020-12-29 11:45:03+00:00,kompascom,"Ada pula nama-nama seperti Ridwan Kamil, Agus Harimurti Yudhoyono, dan Tri Rismaharini. https://t.co/v0HAds21GQ",0,,918,807,307,207,106,6
1143,919,2020-12-28 03:37:04+00:00,OmarTara_2,"Sejumlah pengamat menilai elektabilitas Ketua Umum Partai Demokrat, Agus Harimurti Yudhoyono (AHY), akan makin terdongkrak seiring kekecewaan sebagian masyarakat atas bergabungnya Sandiaga Uno ke pemerintahan Presiden Joko Widodo.

https://t.co/suFh0j4nun",0,,919,808,308,208,107,7
1144,920,2020-12-27 09:20:11+00:00,PDemokrat,"Plt. Ketua DPD Partai Demokrat Sumut, Herri Zulkarnain Hutajulu &amp; Sekretaris Meilizar Latif, melalui Ketua Panitia Road Show, Bangun Tampubolon menyebut, Bakti Natal digelar menyahuti arahan Ketua Umum DPP Demokrat, Agus Harimurti Yudhoyono. https://t.co/Gq7ECNmkKG",0,,920,809,309,209,108,8
1145,921,2020-12-26 12:33:14+00:00,MonitorCOID,"Harapan besar diutarakan Agus Harimurti Yudhoyono (AHY) atas dilantiknya enam menteri baru hasil reshuffle dan lima wakil menteri pada Rabu, 23 Desember 2020 lalu. https://t.co/p2MCKQ6LCu lewat @MonitorCoID",0,,921,810,310,210,109,9
1146,922,2020-12-26 05:24:24+00:00,PDemokrat,"Presiden RI ke-6 Susilo Bambang Yudhoyono &amp; Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono melalui media sosial Twitter memberikan ucapan Selamat Natal 2020 untuk umat Kristiani.

Berikut pesan dan harapan keduanya pada perayaan Natal tahun 2020 !!!

https://t.co/cJtGN6Strh",0,,922,811,311,211,110,10
1147,923,2020-12-25 06:27:19+00:00,PDemokrat,"Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono secara pribadi, keluarga, dan DPP Partai Demokrat mengucapkan Selamat Hari Natal kepada seluruh rakyat Indonesia yang merayakan.

https://t.co/5TPNQ3ovsT",0,,923,812,312,212,111,11
1148,924,2020-12-24 09:29:51+00:00,DemokratDIY,"Selamat kepada 6 menteri dan 5 wakil menteri baru Kabinet Indonesia Maju. Semoga sukses dan amanah, bisa membawa solusi untuk berbagai krisis yang kita alami saat ini, utamanya krisis kesehatan dan ekonomi yang masih belum pulih.""

Agus Harimurti Yudhoyono
Ketua Umum Demokrat https://t.co/OmzOKO3MZB",0,,924,813,313,213,112,12
1149,925,2020-12-24 08:05:49+00:00,alfrisco9,"Terima kasih atas kado NATAL 2020 dan TAHUN BARU 2021 dari KETUA UMUM PARTAI DEMOKRAT AGUS HARIMURTI YUDHOYONO,
Kami Sekeluarga  mendoakan KETUA UMUM PARTAI DEMOKRAT AHY &amp; KELUARGA diberikan kesehatan, kebahagian, kesuksesan, dalam kehidupan dan barkarir...amin @AgusYudhoyono https://t.co/caYDBETX4H",0,,925,814,314,214,113,13
1150,926,2020-12-24 07:08:27+00:00,PDemokrat,"Selamat kepada 6 menteri dan 5 wakil menteri baru Kabinet Indonesia Maju. Semoga sukses dan amanah, bisa membawa solusi untuk berbagai krisis yang kita alami saat ini, utamanya krisis kesehatan dan ekonomi yang masih belum pulih.""

Agus Harimurti Yudhoyono
Ketua Umum Demokrat https://t.co/lxRCM7Vn0e",0,,926,815,315,215,114,14
1151,927,2020-12-23 14:43:16+00:00,Demokrat_TV,"AHY Ucapkan Selamat Kepada Enam Menteri Baru

https://t.co/VVtTDJqVlp

Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY), Rabu (23/12) sore mengucapkan selamat kepada para menteri dan wakil menteri baru yang dilantik Presiden hari ini.

#KabinetIndonesiaMaju
#AHY https://t.co/WUsauSaucm",0,,927,816,316,216,115,15
1152,928,2020-12-23 13:01:23+00:00,monox25,"kemungkinan kandidat presiden RI 2024 Bisa Anies Baswedan, Agus Harimurti Yudhoyono, Ibu Tri Risma Harini jadi Wapres / Ibu Puan Maharani atau pak Andika Perkasa, om Gatot Nurmantyo jadi Gubernur Jateng atau Jatim saja, dan Pak Binsar jadi gubernur sumatera Utara",0,,928,817,317,217,116,16
1153,929,2020-12-23 11:36:30+00:00,PDemokrat,"Ucapkan selamat, Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono berharap kepada menteri baru yang dilantik hari ini, mampu mengatasi krisis, utamanya krisis kesehatan &amp; ekonomi yang masih belum pulih.

https://t.co/L0Iin3vfOl",0,,929,818,318,218,117,17
1154,930,2020-12-20 12:23:54+00:00,PDemokrat,"Akhirnya masa penantian para peserta lomba karya kreatif #DemokratBinaUMKM berakhir. Sabtu (19/12), melalui akun instagram dan twitternya, Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono mengumumkan pemenang utama lomba tersebut.

https://t.co/l0tWO7K1Ci",0,,930,819,319,219,118,18
1155,931,2020-12-20 11:38:42+00:00,Demokrat_TV,"Akhirnya masa penantian para peserta lomba karya kreatif #DemokratBinaUMKM berakhir. Sabtu (19/12), melalui akun instagram dan twitter nya, Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono mengumumkan pemenang utama lomba ini.

https://t.co/1HPRZKPMN9

#Demokrat
#AHY https://t.co/BimaZDWwvo",0,,931,820,320,220,119,19
1156,932,2020-12-17 05:50:00+00:00,inewsdotid,"Muncul nama Agus Harimurti Yudhoyono di isu reshuffle kabinet Jokowi-Ma'ruf Amin.

#AHY #iNewsid #IniBaruBerita 

https://t.co/yKDY5hZ7ac",0,,932,821,321,221,120,20
1157,933,2020-12-16 12:00:01+00:00,kompascom,"Menurut Didik, para senior partai termasuk Max Sopacua turut menjadi bagian dalam struktur besar Partai Demokrat yang saat ini dipimpin Agus Harimurti Yudhoyono (AHY) - #Nasional https://t.co/DqBfBrjXTX",0,,933,822,322,222,121,21
1158,934,2020-12-16 05:36:09+00:00,PDemokrat,"Ketum Demokrat Agus Harimurti Yudhoyono menyatakan, sejauh ini partainya telah memenangkan 47% Pilkada 2020. Jumlah tersebut berpotensi bertambah 7% lagi bergantung hasil ke depan.

""Ini lebih tinggi dari target semula 35-40%,"" ujar AHY, Selasa (15/12).

https://t.co/UI0DO9wty6",0,,934,823,323,223,122,22
1159,935,2020-12-16 04:51:07+00:00,PDemokrat,"Sepekan mencermati hasil Pilkada 2020, Ketum Partai Demokrat Agus Harimurti Yudhoyono mengapresiasi perjuangan para kadernya dalam memenangkan calon Kepala Daerah dalam Pilkada 2020 lalu.

Jumlah kemenangan Partai Demokrat juga melebihi target capaian.

https://t.co/SZGp30r4rr",0,,935,824,324,224,123,23
1160,936,2020-12-15 11:42:03+00:00,jpnncom,Umum Partai Demokrat Agus Harimurti Yudhoyono mengapresiasi perjuangan para kadernya dalam memenangkan calon Kepala Daerah dalam Pilkada 2020 lalu. #PilkadaSerentak https://t.co/dCo2ZvEFLR,0,,936,825,325,225,124,24
1161,937,2020-12-15 07:45:20+00:00,PDemokrat,"""Selamat Hari Juang Kartika Prajurit @tni_ad. Terus kobarkan semangat serta nilai-nilai patriotisme dan kesatuan dalam membangun NKRI tercinta. Bersama kita bisa.""

Agus Harimurti Yudhoyono
Ketua Umum Partai Demokrat https://t.co/bMOp29vSfc",0,,937,826,326,226,125,25
1162,938,2020-12-14 12:35:29+00:00,2z5ss,"Duel anak presiden

Puan Maharani &amp; Gibran Rakabuming Raka

Vs

Hutomo Mandala Putra &amp; Agus Harimurti Yudhoyono",0,,938,827,327,227,126,26
1163,939,2020-12-12 05:14:32+00:00,Wordsof76202815,"Apa yang kita lakukan dan tidak kita lakukan hari ini akan menentukan masa depan anak cucu kita, generasi penerus kita selanjutnya; we simply cannot afford the price of inaction and egotism. - Agus Harimurti Yudhoyono #quotes #quote #inspiration",0,,939,828,328,228,127,27
1164,940,2020-12-10 06:00:04+00:00,telusur_co_id,"Ketua Umum Partai Demokrat, Agus Harimurti Yudhoyono (AHY) memantau hasil quick count atau hitung cepat pemilihan kepala daerah yang diusung Demokrat.",0,,940,829,329,229,128,28
1165,941,2020-12-07 13:00:06+00:00,indozonemedia,"Beda politikus pada umumnya, sebagai mantan tentara, Ketum Partai Demokrat Agus Harimurti Yudhoyono (AHY) lebih senang mengendarai mobil 'garang'. Seperti apa bentuknya? #KAMUHARUSTAU 

https://t.co/6sLXu89kum",0,,941,830,330,230,129,29
1166,942,2020-12-07 09:09:08+00:00,riz_ska,@CallHerAbigail Agus harimurti yudhoyono,0,,942,831,331,231,130,30
1167,943,2020-12-06 15:42:37+00:00,Demokrat_TV,"Keluarga Besar Partai Demokrat
Mengucapkan
Selamat &amp; Sukses
Atas Dilantiknya 
REZKA OKTOBERIA
sebagai Anggota DPR-RI 
Periode 2019-2024
(Agus Harimurti Yudhoyono; Ketua Umum Partai Demokrat)

#PartaiDemokrat
#FraksiDemokrat
#AHY https://t.co/4ZvkYPIfrQ",0,,943,832,332,232,131,31
1168,944,2020-12-05 11:24:08+00:00,m_natsirdmokrat,"https://t.co/xGMR5QwFpz

Agus Harimurti Yudhoyono (AHY) memberi pesan kepada pasangan Aji-Gagarin yang diusung Partai Demokrat. Apa pesan tersebut.",0,,944,833,333,233,132,32
1169,945,2020-12-04 15:16:03+00:00,otosia,"AHY Ungkap Pengalaman Keliling Indonesia Pakai Mobil Garang Hasil Modifikasi: Selain sibuk menjadi politikus, rupanya Agus Harimurti Yudhoyono memiliki hobi modifikasi mobil. Nissan Navara miliknya menjadi buktinya. https://t.co/LhvFh9U6aq https://t.co/dvw5mNlHzW",0,,945,834,334,234,133,33
1170,946,2020-12-04 12:50:02+00:00,Genpi_Co,Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) melakukan silaturahmi dengan Gubernur Jawa Tengah Ganjar Pranowo di Semarang. #GanjarPranowo https://t.co/yZK3rnvRQD,0,,946,835,335,235,134,34
1171,947,2020-12-04 05:52:03+00:00,jpnncom,Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) yakin paslon nomor dua One Krisnata – Muhammad Fajri akan memenangkan Pilkada Kabupaten Klaten pada 9 Desember mendatang. #PilkadaSerentak https://t.co/tcbOVcOjB4,0,,947,836,336,236,135,35
1172,948,2020-12-03 16:10:46+00:00,alextham878,"@AnakKolong_ Pendiri Partai Demokrat ada 10 orang, salah satu pencetus ide adalah bpk Vence Rumangkang.

Tapi kenyataan jabatan penting, semua di kuasai oleh satu Keluarga saja :
Ketua Majelis Tinggi SBY
Ketum H. Agus Harimurti Yudhoyono
Wakil Ketum Edhie Baskoro Yudhoyono",0,,948,837,337,237,136,36
1173,949,2020-12-03 15:34:16+00:00,alextham878,"@RachlanNashidik Pendiri Partai Demokrat ada 10 orang, salah satu pencetus ide adalah bpk Vence Rumangkang.

Tapi kenyataan jabatan penting, semua di kuasai oleh satu Keluarga saja :
Ketua Majelis Tinggi SBY
Ketum H. Agus Harimurti Yudhoyono
Wakil Ketum Edhie Baskoro Yudhoyono",0,,949,838,338,238,137,37
1174,950,2020-12-03 14:41:04+00:00,kumparan,"Akhyar-Salman mendapat dukungan langsung dari berbagai tokoh nasional. Mulai dari Agus Harimurti Yudhoyono (AHY), Hinca Panjaitan, Andi Arif hingga Mardani Ali Sera. #kumparanNews https://t.co/bPs9SVTRTX",0,,950,839,339,239,138,38
1175,951,2020-12-03 10:00:57+00:00,pasfm,"Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) berkunjung ke rumah dinas Gubernur Jawa Tengah Ganjar Pranowo di Semarang, malam tadi.
AHY mengaku selain silaturahmi, dia juga ingin memberikan support khususnya dalam menangani pandemi.",0,,951,840,340,240,139,39
1176,952,2020-12-03 09:40:26+00:00,JatengOpini,"Ketika Duo Brewok Bertemu di Rumah Dinas Jateng

Ada yang menyita perhatian saat putra Presiden RI ke-6, Agus Harimurti Yudhoyono berkunjung ke rumah dinas Gubernur Jawa Tengah, @ganjarpranowo di Semarang. Bukan tentang isu politik, namun penampilan keduanya yang cukup menarik. https://t.co/LRQZzR1aFC",0,,952,841,341,241,140,40
1177,953,2020-12-03 07:32:30+00:00,mnctrijaya,"Ada yang menyita perhatian saat putra Presiden RI ke-6, Susilo Bambang Yudhoyono, Agus Harimurti Yudhoyono (AHY) berkunjung ke rumah dinas Gubernur Jawa Tengah, Ganjar Pranowo di Semarang, Rabu (2/12). #Presiden #Gubernur #Sby #GanjarPranowo #News 

https://t.co/cwDnMqgmbj",0,,953,842,342,242,141,41
1178,954,2020-12-03 05:28:57+00:00,PDemokrat,"Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono menginstruksikan para kadernya untuk total dalam gerakan pemenangan.

Karena menurutnya, ciri khas gerakan kader Demokrat itu adalah All Out dan tak pernah setengah-setengah.

#AHYGerilyaNusantara 
https://t.co/0nrQmCU5OK",0,,954,843,343,243,142,42
1179,955,2020-12-03 03:16:43+00:00,idrisimam2020,"Agus Harimurti Yudhoyono, Ketua Umum Partai Demokrat  Menyapa Masyarakat Kota Depok

#IdrisImamDepok
#MajuBerbudayaSejahtera
#Lanjutkan
#BangunDepokBersama https://t.co/i6W5W4oXXS",0,,955,844,344,244,143,43
1180,956,2020-12-03 02:38:45+00:00,Aryprasetyo85,"AHY Temui @ganjarpranowo, Bahas Apa?

Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) ketika berkunjung ke kediaman Gubernur Jawa Tengah Ganjar Pranowo mengaku berdiskusi banyak hal tek terkecuali persoalan negara. 
@SuaraHati_Q @DSutiyanti @FaGtng @SatyaJogja_ https://t.co/Rce5boeulZ",0,,956,845,345,245,144,44
1181,957,2020-12-03 01:10:30+00:00,detikcom,"Agus Harimurti Yudhoyono (AHY) menemui Ganjar Pranowo di rumah dinas Gubernur Jateng. Selain silaturahmi, keduanya juga berdiskusi berbagai hal. Apa saja? #AHY #GanjarPranowo https://t.co/unmZZNBenH",0,,957,846,346,246,145,45
1182,958,2020-12-02 23:42:02+00:00,jpnncom,"Agus Harimurti Yudhoyono alias AHY mengunjungi Gubernur Jawa Tengah, Ganjar Pranowo. #AHY https://t.co/d9I0EYUwSP",0,,958,847,347,247,146,46
1183,959,2020-12-02 14:37:02+00:00,bmikaltim_,"Dukungan Ketua Umum DPP Partai Demokrat @agusyudhoyono ( Agus Harimurti Yudhoyono ) AHY kepada Rahmad - Thohari ( @rrahmadmasud - @thohariaziz_ ) Untuk maju di pilkada 2020 Sebagai Walikota Balikpapan dan Wakil Walikota Balikpapan periode 2021 - 2026. 
#itusudah https://t.co/ilts3HW8l1",0,,959,848,348,248,147,47
1184,960,2020-12-02 14:19:25+00:00,Indonesia_Pedia,"Ketika Duo Brewok Bertemu di Rumah Dinas Jateng

Ada yg menyita perhatian saat putra Presiden RI ke-6, Agus Harimurti Yudhoyono berkunjung ke rumah dinas Gubernur Jateng @ganjarpranowo di Semarang. Bukan tentang isu politik, namun penampilan keduanya yang cukup menarik. https://t.co/aFTKuWoEt6",0,,960,849,349,249,148,48
1185,961,2020-12-02 14:07:13+00:00,semarangpedia,"Ada yang menyita perhatian saat putra Presiden RI ke-6, Susilo Bambang Yudhoyono, Agus Harimurti Yudhoyono (AHY) berkunjung ke rumah dinas Gubernur Jawa Tengah, Ganjar Pranowo di Semarang https://t.co/aNX7lpZ4m1",0,,961,850,350,250,149,49
1186,962,2020-12-02 04:51:58+00:00,PDemokrat,"AHY: Semoga  Kabupaten Indramayu Bertasbih di Bawah Pimpinan Sholawat

“Semoga Kabupaten Indramayu Bertasbih (Bersih, Tuntas dan Berkah), di bawah kepemimpinan Sholawat,” ujar Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono.

#AHYGerilyaNusantara https://t.co/sbtPYQ2woe",0,,962,851,351,251,150,50
